"sim","method","n.dims","err","CV","Pi","Alt"
53,"CCA-LDA",17,0.049383435057606,2,1,0
53,"PCA-LDA",16,0.169688191899431,2,1,0
54,"CCA-LDA",15,0.0894393700642575,2,1,0
54,"PCA-LDA",20,0.157611354858208,2,1,0
55,"CCA-LDA",12,0.0885879494355562,2,1,0
55,"PCA-LDA",21,0.153776866268541,2,1,0
56,"CCA-LDA",16,0.104006637457288,2,1,0
56,"PCA-LDA",18,0.181678940132031,2,1,0
57,"CCA-LDA",14,0.109649845670811,2,1,0
57,"PCA-LDA",15,0.136501262318265,2,1,0
58,"CCA-LDA",13,0.0637619689130554,2,1,0
58,"PCA-LDA",13,0.226358346804261,2,1,0
59,"CCA-LDA",15,0.0678965030873925,2,1,0
59,"PCA-LDA",22,0.159274396999572,2,1,0
6,"CCA-LDA",15,0.0578587151733892,2,1,0
6,"PCA-LDA",15,0.203515190249821,2,1,0
60,"CCA-LDA",11,0.166391747295531,2,1,0
60,"PCA-LDA",23,0.12161063643596,2,1,0
61,"CCA-LDA",12,0.0988778211282675,2,1,0
61,"PCA-LDA",21,0.207752836664239,2,1,0
62,"CCA-LDA",11,0.144987368426807,2,1,0
62,"PCA-LDA",14,0.205225128702292,2,1,0
63,"CCA-LDA",14,0.0932021219711686,2,1,0
63,"PCA-LDA",20,0.129034461329668,2,1,0
64,"CCA-LDA",12,0.0907884554995924,2,1,0
64,"PCA-LDA",17,0.274533911333912,2,1,0
65,"CCA-LDA",16,0.0377664489787257,2,1,0
65,"PCA-LDA",21,0.174959843127841,2,1,0
66,"CCA-LDA",13,0.0487504199009988,2,1,0
66,"PCA-LDA",18,0.198976396009144,2,1,0
67,"CCA-LDA",14,0.0798098470414037,2,1,0
67,"PCA-LDA",21,0.18608450494162,2,1,0
68,"CCA-LDA",25,0.197827491855626,2,1,0
68,"PCA-LDA",17,0.208848718321863,2,1,0
69,"CCA-LDA",15,0.0539696030239381,2,1,0
69,"PCA-LDA",21,0.0904945923574646,2,1,0
7,"CCA-LDA",15,0.0827544691416864,2,1,0
7,"PCA-LDA",18,0.239357939752942,2,1,0
70,"CCA-LDA",13,0.0545621091874421,2,1,0
70,"PCA-LDA",18,0.14704995627705,2,1,0
71,"CCA-LDA",14,0.127927745359957,2,1,0
71,"PCA-LDA",16,0.238527289678427,2,1,0
72,"CCA-LDA",17,0.0988188452399556,2,1,0
72,"PCA-LDA",22,0.207511029520039,2,1,0
73,"CCA-LDA",11,0.110740720530774,2,1,0
73,"PCA-LDA",22,0.144906312482878,2,1,0
74,"CCA-LDA",16,0.0367394621686467,2,1,0
74,"PCA-LDA",23,0.209659894317366,2,1,0
75,"CCA-LDA",12,0.179576493622279,2,1,0
75,"PCA-LDA",22,0.189819716118983,2,1,0
76,"CCA-LDA",14,0.107101227524131,2,1,0
76,"PCA-LDA",17,0.220112440533385,2,1,0
77,"CCA-LDA",16,0.0448117561304888,2,1,0
77,"PCA-LDA",23,0.144108593855406,2,1,0
78,"CCA-LDA",14,0.0495366119361922,2,1,0
78,"PCA-LDA",21,0.159458169702237,2,1,0
79,"CCA-LDA",12,0.0666292685804148,2,1,0
79,"PCA-LDA",13,0.228961056824608,2,1,0
8,"CCA-LDA",15,0.0360485761548634,2,1,0
8,"PCA-LDA",22,0.125865483512441,2,1,0
80,"CCA-LDA",12,0.128650592690531,2,1,0
80,"PCA-LDA",16,0.198706219842137,2,1,0
81,"CCA-LDA",16,0.0674620639435539,2,1,0
81,"PCA-LDA",21,0.14105700241747,2,1,0
82,"CCA-LDA",12,0.106011908925701,2,1,0
82,"PCA-LDA",19,0.197025176667556,2,1,0
83,"CCA-LDA",13,0.0484155272611356,2,1,0
83,"PCA-LDA",15,0.146001593362131,2,1,0
84,"CCA-LDA",13,0.15078874808372,2,1,0
84,"PCA-LDA",23,0.126893362695155,2,1,0
85,"CCA-LDA",12,0.116439094514602,2,1,0
85,"PCA-LDA",20,0.266737681375592,2,1,0
86,"CCA-LDA",12,0.109464821925871,2,1,0
86,"PCA-LDA",21,0.124721465461269,2,1,0
87,"CCA-LDA",14,0.0811686289804969,2,1,0
87,"PCA-LDA",16,0.204250687199998,2,1,0
88,"CCA-LDA",11,0.121360939132098,2,1,0
88,"PCA-LDA",19,0.176632062520886,2,1,0
89,"CCA-LDA",15,0.0440437044622343,2,1,0
89,"PCA-LDA",19,0.144103044355601,2,1,0
9,"CCA-LDA",14,0.0603928871708226,2,1,0
9,"PCA-LDA",18,0.282332112614772,2,1,0
90,"CCA-LDA",16,0.0501165202418251,2,1,0
90,"PCA-LDA",22,0.100744701312862,2,1,0
91,"CCA-LDA",13,0.0720068763652789,2,1,0
91,"PCA-LDA",23,0.167712460486056,2,1,0
92,"CCA-LDA",13,0.069150528566953,2,1,0
92,"PCA-LDA",20,0.100864421073621,2,1,0
93,"CCA-LDA",14,0.117876853662626,2,1,0
93,"PCA-LDA",19,0.216662488954795,2,1,0
94,"CCA-LDA",12,0.0784378267173081,2,1,0
94,"PCA-LDA",17,0.285529071552113,2,1,0
95,"CCA-LDA",9,0.176162708972083,2,1,0
95,"PCA-LDA",15,0.242916746172693,2,1,0
96,"CCA-LDA",12,0.0889748616065903,2,1,0
96,"PCA-LDA",20,0.213561849687711,2,1,0
97,"CCA-LDA",16,0.0355216488193501,2,1,0
97,"PCA-LDA",21,0.0951377530974014,2,1,0
98,"CCA-LDA",13,0.0600557008181508,2,1,0
98,"PCA-LDA",22,0.156035620732838,2,1,0
99,"CCA-LDA",16,0.0542991866340075,2,1,0
99,"PCA-LDA",10,0.191666889544095,2,1,0
1,"CCA-LDA",13,0.0601631391818886,2,2,1
1,"PCA-LDA",19,0.171165242490066,2,2,1
10,"CCA-LDA",15,0.0682303774557671,2,2,1
10,"PCA-LDA",18,0.11979654731625,2,2,1
100,"CCA-LDA",17,0.0459837122623365,2,2,1
100,"PCA-LDA",18,0.239167063188963,2,2,1
101,"CCA-LDA",12,0.0926934709306691,2,2,1
101,"PCA-LDA",19,0.136238459741071,2,2,1
102,"CCA-LDA",13,0.0574239146030346,2,2,1
102,"PCA-LDA",20,0.154342860704707,2,2,1
103,"CCA-LDA",15,0.0726552504236361,2,2,1
103,"PCA-LDA",18,0.119728397408119,2,2,1
104,"CCA-LDA",13,0.0661624861103117,2,2,1
104,"PCA-LDA",20,0.118529575807665,2,2,1
105,"CCA-LDA",14,0.0830112210498599,2,2,1
105,"PCA-LDA",19,0.183199381874638,2,2,1
106,"CCA-LDA",12,0.118468660507117,2,2,1
106,"PCA-LDA",20,0.159101792991491,2,2,1
107,"CCA-LDA",17,0.0488131285445278,2,2,1
107,"PCA-LDA",21,0.137941433227475,2,2,1
108,"CCA-LDA",14,0.0756287390433326,2,2,1
108,"PCA-LDA",19,0.155019039169373,2,2,1
109,"CCA-LDA",13,0.0843997539118563,2,2,1
109,"PCA-LDA",21,0.147287919741674,2,2,1
11,"CCA-LDA",14,0.0430117737695795,2,2,1
11,"PCA-LDA",21,0.192675920059057,2,2,1
110,"CCA-LDA",12,0.0690174816576926,2,2,1
110,"PCA-LDA",17,0.155461813712559,2,2,1
111,"CCA-LDA",14,0.0653861015370936,2,2,1
111,"PCA-LDA",21,0.165461545016678,2,2,1
112,"CCA-LDA",14,0.122765525311615,2,2,1
112,"PCA-LDA",15,0.223895121002767,2,2,1
113,"CCA-LDA",14,0.0678880431758148,2,2,1
113,"PCA-LDA",19,0.201810566078003,2,2,1
114,"CCA-LDA",12,0.121529606010879,2,2,1
114,"PCA-LDA",13,0.164143927031253,2,2,1
115,"CCA-LDA",13,0.0865998515373889,2,2,1
115,"PCA-LDA",23,0.197315897807089,2,2,1
116,"CCA-LDA",16,0.124878828166407,2,2,1
116,"PCA-LDA",18,0.20488755145323,2,2,1
117,"CCA-LDA",13,0.0667598378256829,2,2,1
117,"PCA-LDA",18,0.204282908768531,2,2,1
118,"CCA-LDA",12,0.0793788190221958,2,2,1
118,"PCA-LDA",22,0.179587835782031,2,2,1
119,"CCA-LDA",13,0.0871300161235465,2,2,1
119,"PCA-LDA",17,0.200182908773045,2,2,1
12,"CCA-LDA",11,0.120351878791605,2,2,1
12,"PCA-LDA",15,0.177678696143323,2,2,1
120,"CCA-LDA",10,0.151868128303695,2,2,1
120,"PCA-LDA",17,0.231280648384601,2,2,1
121,"CCA-LDA",15,0.0607296229397754,2,2,1
121,"PCA-LDA",24,0.118622289302157,2,2,1
122,"CCA-LDA",12,0.0846549815620279,2,2,1
122,"PCA-LDA",10,0.237749737527738,2,2,1
123,"CCA-LDA",13,0.0701474717065373,2,2,1
123,"PCA-LDA",21,0.180925231574995,2,2,1
124,"CCA-LDA",12,0.0808256936084464,2,2,1
124,"PCA-LDA",15,0.165169067043018,2,2,1
125,"CCA-LDA",13,0.0749100062703428,2,2,1
125,"PCA-LDA",15,0.228199112610779,2,2,1
126,"CCA-LDA",13,0.0620310001777284,2,2,1
126,"PCA-LDA",20,0.176485466129036,2,2,1
127,"CCA-LDA",12,0.140598003356363,2,2,1
127,"PCA-LDA",20,0.163937567661971,2,2,1
128,"CCA-LDA",15,0.0379940485667819,2,2,1
128,"PCA-LDA",22,0.130039102398008,2,2,1
129,"CCA-LDA",12,0.119936256641401,2,2,1
129,"PCA-LDA",14,0.192585520814435,2,2,1
13,"CCA-LDA",12,0.101252430645733,2,2,1
13,"PCA-LDA",19,0.152057753416651,2,2,1
130,"CCA-LDA",14,0.0918920203747545,2,2,1
130,"PCA-LDA",13,0.169673600012621,2,2,1
131,"CCA-LDA",12,0.0978127536457141,2,2,1
131,"PCA-LDA",23,0.118587603936077,2,2,1
132,"CCA-LDA",12,0.0798253134515662,2,2,1
132,"PCA-LDA",18,0.159519627802263,2,2,1
133,"CCA-LDA",13,0.0817493514530047,2,2,1
133,"PCA-LDA",17,0.197224258562148,2,2,1
134,"CCA-LDA",13,0.0642904767160055,2,2,1
134,"PCA-LDA",23,0.10484253083316,2,2,1
135,"CCA-LDA",14,0.0436551155487609,2,2,1
135,"PCA-LDA",19,0.208647992616278,2,2,1
136,"CCA-LDA",17,0.0700300386218725,2,2,1
136,"PCA-LDA",21,0.150251862788404,2,2,1
137,"CCA-LDA",14,0.0680930934201341,2,2,1
137,"PCA-LDA",9,0.202629480014068,2,2,1
138,"CCA-LDA",15,0.0661722602710831,2,2,1
138,"PCA-LDA",19,0.173327607533157,2,2,1
139,"CCA-LDA",12,0.143949471023615,2,2,1
139,"PCA-LDA",15,0.194499028107006,2,2,1
14,"CCA-LDA",12,0.0999390459406856,2,2,1
14,"PCA-LDA",15,0.222401432598258,2,2,1
140,"CCA-LDA",12,0.0714159619023462,2,2,1
140,"PCA-LDA",16,0.11701897231025,2,2,1
141,"CCA-LDA",14,0.140965430863231,2,2,1
141,"PCA-LDA",20,0.15423341008007,2,2,1
142,"CCA-LDA",18,0.0616442410849727,2,2,1
142,"PCA-LDA",20,0.190227114659587,2,2,1
143,"CCA-LDA",13,0.0472714674990676,2,2,1
143,"PCA-LDA",19,0.242366299283919,2,2,1
144,"CCA-LDA",14,0.0355785059200444,2,2,1
144,"PCA-LDA",10,0.225695038999459,2,2,1
145,"CCA-LDA",17,0.0803240378834085,2,2,1
145,"PCA-LDA",20,0.192527631481469,2,2,1
146,"CCA-LDA",15,0.0989570591195838,2,2,1
146,"PCA-LDA",16,0.238531335339289,2,2,1
147,"CCA-LDA",18,0.0556277709506778,2,2,1
147,"PCA-LDA",19,0.161608412160886,2,2,1
148,"CCA-LDA",15,0.101225161314178,2,2,1
148,"PCA-LDA",13,0.208102300957023,2,2,1
149,"CCA-LDA",12,0.101038150496106,2,2,1
149,"PCA-LDA",23,0.0880803003977183,2,2,1
15,"CCA-LDA",19,0.0372673458378283,2,2,1
15,"PCA-LDA",21,0.180165687133959,2,2,1
150,"CCA-LDA",11,0.132832187193167,2,2,1
150,"PCA-LDA",20,0.14268777998238,2,2,1
151,"CCA-LDA",13,0.0830186111523058,2,2,1
151,"PCA-LDA",19,0.101073621550808,2,2,1
152,"CCA-LDA",17,0.0564600652634451,2,2,1
152,"PCA-LDA",17,0.206213402882484,2,2,1
153,"CCA-LDA",15,0.0480305180473636,2,2,1
153,"PCA-LDA",13,0.212393450611536,2,2,1
154,"CCA-LDA",15,0.0644777729220052,2,2,1
154,"PCA-LDA",21,0.178989241620177,2,2,1
155,"CCA-LDA",14,0.0663653222552002,2,2,1
155,"PCA-LDA",19,0.207433545525665,2,2,1
156,"CCA-LDA",12,0.138818554696768,2,2,1
156,"PCA-LDA",15,0.247391245305826,2,2,1
157,"CCA-LDA",16,0.0635943247883379,2,2,1
157,"PCA-LDA",18,0.17744594286662,2,2,1
158,"CCA-LDA",18,0.0600203716157781,2,2,1
158,"PCA-LDA",14,0.234602838604956,2,2,1
159,"CCA-LDA",14,0.0862147949375177,2,2,1
159,"PCA-LDA",17,0.186708128461764,2,2,1
16,"CCA-LDA",12,0.0711031501813823,2,2,1
16,"PCA-LDA",15,0.147970638813993,2,2,1
160,"CCA-LDA",15,0.0651169935837208,2,2,1
160,"PCA-LDA",19,0.184733157137226,2,2,1
161,"CCA-LDA",13,0.0418659615963347,2,2,1
161,"PCA-LDA",16,0.190169296572564,2,2,1
162,"CCA-LDA",12,0.123387576979931,2,2,1
162,"PCA-LDA",22,0.141903437836195,2,2,1
163,"CCA-LDA",13,0.076775972808332,2,2,1
163,"PCA-LDA",16,0.158191715727495,2,2,1
164,"CCA-LDA",13,0.106740324034687,2,2,1
164,"PCA-LDA",21,0.14543393077829,2,2,1
165,"CCA-LDA",13,0.0854342314859705,2,2,1
165,"PCA-LDA",13,0.174859513231948,2,2,1
166,"CCA-LDA",13,0.131745394723702,2,2,1
166,"PCA-LDA",21,0.149601666160378,2,2,1
167,"CCA-LDA",16,0.129375635999742,2,2,1
167,"PCA-LDA",23,0.15332687557889,2,2,1
168,"CCA-LDA",14,0.0709739424566566,2,2,1
168,"PCA-LDA",18,0.223631573591797,2,2,1
169,"CCA-LDA",13,0.0918588409918232,2,2,1
169,"PCA-LDA",15,0.268431757459981,2,2,1
17,"CCA-LDA",11,0.15362152994221,2,2,1
17,"PCA-LDA",16,0.194248787513396,2,2,1
170,"CCA-LDA",13,0.166530008896687,2,2,1
170,"PCA-LDA",18,0.0974640966155528,2,2,1
171,"CCA-LDA",13,0.101997507360347,2,2,1
171,"PCA-LDA",16,0.187512227593985,2,2,1
172,"CCA-LDA",14,0.035442370133255,2,2,1
172,"PCA-LDA",18,0.205483166669732,2,2,1
173,"CCA-LDA",14,0.0780500078909322,2,2,1
173,"PCA-LDA",17,0.176545794333384,2,2,1
174,"CCA-LDA",15,0.0795813771147071,2,2,1
174,"PCA-LDA",19,0.181937985383701,2,2,1
175,"CCA-LDA",11,0.119720825500779,2,2,1
175,"PCA-LDA",25,0.208869833809994,2,2,1
176,"CCA-LDA",9,0.155801006813892,2,2,1
176,"PCA-LDA",18,0.187627526129055,2,2,1
177,"CCA-LDA",12,0.110694679558367,2,2,1
177,"PCA-LDA",20,0.170506795474919,2,2,1
178,"CCA-LDA",12,0.118035670716884,2,2,1
178,"PCA-LDA",17,0.157461905897355,2,2,1
179,"CCA-LDA",15,0.0357043622076525,2,2,1
179,"PCA-LDA",18,0.20010666532521,2,2,1
18,"CCA-LDA",13,0.0710009070705429,2,2,1
18,"PCA-LDA",17,0.163432030945959,2,2,1
180,"CCA-LDA",8,0.160124341973952,2,2,1
180,"PCA-LDA",20,0.234536240770847,2,2,1
181,"CCA-LDA",12,0.0903843302318645,2,2,1
181,"PCA-LDA",16,0.156263504390894,2,2,1
182,"CCA-LDA",15,0.0658898649037738,2,2,1
182,"PCA-LDA",21,0.131245645438757,2,2,1
183,"CCA-LDA",17,0.0542160183026609,2,2,1
183,"PCA-LDA",19,0.124288255497056,2,2,1
184,"CCA-LDA",13,0.0474108678814981,2,2,1
184,"PCA-LDA",17,0.201812559818861,2,2,1
185,"CCA-LDA",14,0.0475353933557506,2,2,1
185,"PCA-LDA",20,0.204060335564342,2,2,1
186,"CCA-LDA",13,0.123539364595822,2,2,1
186,"PCA-LDA",22,0.196315822731809,2,2,1
187,"CCA-LDA",14,0.0635895164435248,2,2,1
187,"PCA-LDA",14,0.192338063811351,2,2,1
188,"CCA-LDA",14,0.0643389665723287,2,2,1
188,"PCA-LDA",10,0.207723218748198,2,2,1
189,"CCA-LDA",11,0.199109557913849,2,2,1
189,"PCA-LDA",25,0.0781583687925454,2,2,1
19,"CCA-LDA",11,0.127601391247003,2,2,1
19,"PCA-LDA",18,0.198167009225016,2,2,1
190,"CCA-LDA",12,0.0811763800519067,2,2,1
190,"PCA-LDA",17,0.14620981623028,2,2,1
191,"CCA-LDA",19,0.0637011197635411,2,2,1
191,"PCA-LDA",19,0.210750199987947,2,2,1
192,"CCA-LDA",13,0.0543617193834495,2,2,1
192,"PCA-LDA",20,0.114261784805143,2,2,1
193,"CCA-LDA",11,0.144989949387354,2,2,1
193,"PCA-LDA",21,0.143752123870048,2,2,1
194,"CCA-LDA",14,0.110797660633475,2,2,1
194,"PCA-LDA",20,0.151567635750932,2,2,1
195,"CCA-LDA",17,0.0590290883738865,2,2,1
195,"PCA-LDA",20,0.150783596556127,2,2,1
196,"CCA-LDA",16,0.0661880706412442,2,2,1
196,"PCA-LDA",20,0.143019019670196,2,2,1
197,"CCA-LDA",13,0.0843982190451695,2,2,1
197,"PCA-LDA",21,0.144808530279881,2,2,1
198,"CCA-LDA",14,0.072367590343431,2,2,1
198,"PCA-LDA",23,0.0826986068607674,2,2,1
199,"CCA-LDA",12,0.0850943905029815,2,2,1
199,"PCA-LDA",16,0.251800567212474,2,2,1
2,"CCA-LDA",16,0.0497980697793115,2,2,1
2,"PCA-LDA",21,0.214923612810179,2,2,1
20,"CCA-LDA",14,0.0781183859801195,2,2,1
20,"PCA-LDA",13,0.236968183989417,2,2,1
200,"CCA-LDA",12,0.0845534016130665,2,2,1
200,"PCA-LDA",14,0.171292409734229,2,2,1
21,"CCA-LDA",10,0.178347518054505,2,2,1
21,"PCA-LDA",16,0.267919608901633,2,2,1
22,"CCA-LDA",11,0.110283396943931,2,2,1
22,"PCA-LDA",18,0.191458375475044,2,2,1
23,"CCA-LDA",14,0.0888419599318951,2,2,1
23,"PCA-LDA",20,0.185186227859831,2,2,1
24,"CCA-LDA",15,0.0469544496851989,2,2,1
24,"PCA-LDA",26,0.117643686441291,2,2,1
25,"CCA-LDA",17,0.0782736862857169,2,2,1
25,"PCA-LDA",22,0.135011219799313,2,2,1
26,"CCA-LDA",13,0.0811905704839849,2,2,1
26,"PCA-LDA",14,0.28712412539419,2,2,1
27,"CCA-LDA",12,0.0988991613437415,2,2,1
27,"PCA-LDA",20,0.174931752045323,2,2,1
28,"CCA-LDA",19,0.0436591508476574,2,2,1
28,"PCA-LDA",21,0.164070176773554,2,2,1
29,"CCA-LDA",16,0.0400204814452153,2,2,1
29,"PCA-LDA",18,0.208655030011888,2,2,1
3,"CCA-LDA",18,0.0695323040651376,2,2,1
3,"PCA-LDA",19,0.17128920565042,2,2,1
30,"CCA-LDA",14,0.096835556524384,2,2,1
30,"PCA-LDA",16,0.204450991645647,2,2,1
31,"CCA-LDA",17,0.0340789694831419,2,2,1
31,"PCA-LDA",17,0.175448486169616,2,2,1
32,"CCA-LDA",16,0.0666525751620262,2,2,1
32,"PCA-LDA",22,0.216472034344967,2,2,1
33,"CCA-LDA",5,0.204184015385015,2,2,1
33,"PCA-LDA",16,0.191231637855227,2,2,1
34,"CCA-LDA",14,0.12615197821301,2,2,1
34,"PCA-LDA",20,0.189549992579158,2,2,1
35,"CCA-LDA",14,0.0658243975077544,2,2,1
35,"PCA-LDA",20,0.152243727513979,2,2,1
36,"CCA-LDA",12,0.0673221511795194,2,2,1
36,"PCA-LDA",16,0.175739275145874,2,2,1
37,"CCA-LDA",11,0.132883517220674,2,2,1
37,"PCA-LDA",14,0.171570210517727,2,2,1
38,"CCA-LDA",15,0.0721739009179729,2,2,1
38,"PCA-LDA",20,0.14740644557393,2,2,1
39,"CCA-LDA",13,0.0469436504266099,2,2,1
39,"PCA-LDA",16,0.163288688585556,2,2,1
4,"CCA-LDA",15,0.0642714516419278,2,2,1
4,"PCA-LDA",20,0.12462478287235,2,2,1
40,"CCA-LDA",17,0.0608609037006862,2,2,1
40,"PCA-LDA",21,0.163194231248311,2,2,1
41,"CCA-LDA",9,0.144498311705452,2,2,1
41,"PCA-LDA",18,0.178326063278625,2,2,1
42,"CCA-LDA",12,0.102518816752365,2,2,1
42,"PCA-LDA",9,0.233705817810381,2,2,1
43,"CCA-LDA",12,0.201449990953471,2,2,1
43,"PCA-LDA",21,0.0939417300839934,2,2,1
44,"CCA-LDA",15,0.10593164912051,2,2,1
44,"PCA-LDA",21,0.210452211566744,2,2,1
45,"CCA-LDA",12,0.0831901143491099,2,2,1
45,"PCA-LDA",18,0.123136242311139,2,2,1
46,"CCA-LDA",13,0.0513210643891409,2,2,1
46,"PCA-LDA",13,0.227030438784828,2,2,1
47,"CCA-LDA",15,0.121819741724855,2,2,1
47,"PCA-LDA",21,0.122620038832343,2,2,1
48,"CCA-LDA",13,0.0865353070168342,2,2,1
48,"PCA-LDA",17,0.286930301579017,2,2,1
49,"CCA-LDA",13,0.0933498971487707,2,2,1
49,"PCA-LDA",11,0.266607369416817,2,2,1
5,"CCA-LDA",12,0.0949772671308724,2,2,1
5,"PCA-LDA",21,0.117856666974033,2,2,1
50,"CCA-LDA",16,0.0864671352602503,2,2,1
50,"PCA-LDA",18,0.167104863378612,2,2,1
51,"CCA-LDA",16,0.0409380800268498,2,2,1
51,"PCA-LDA",22,0.0763048218190571,2,2,1
52,"CCA-LDA",15,0.0834547492055921,2,2,1
52,"PCA-LDA",21,0.144380197388698,2,2,1
53,"CCA-LDA",17,0.049383435057606,2,2,1
53,"PCA-LDA",16,0.169688191899431,2,2,1
54,"CCA-LDA",15,0.0894393700642575,2,2,1
54,"PCA-LDA",20,0.157611354858208,2,2,1
55,"CCA-LDA",12,0.0885879494355562,2,2,1
55,"PCA-LDA",21,0.153776866268541,2,2,1
56,"CCA-LDA",16,0.104006637457288,2,2,1
56,"PCA-LDA",18,0.181678940132031,2,2,1
57,"CCA-LDA",14,0.109649845670811,2,2,1
57,"PCA-LDA",15,0.136501262318265,2,2,1
58,"CCA-LDA",13,0.0637619689130554,2,2,1
58,"PCA-LDA",13,0.226358346804261,2,2,1
59,"CCA-LDA",15,0.0678965030873925,2,2,1
59,"PCA-LDA",22,0.159274396999572,2,2,1
6,"CCA-LDA",15,0.0578587151733892,2,2,1
6,"PCA-LDA",15,0.203515190249821,2,2,1
60,"CCA-LDA",11,0.166391747295531,2,2,1
60,"PCA-LDA",23,0.12161063643596,2,2,1
61,"CCA-LDA",12,0.0988778211282675,2,2,1
61,"PCA-LDA",21,0.207752836664239,2,2,1
62,"CCA-LDA",11,0.144987368426807,2,2,1
62,"PCA-LDA",14,0.205225128702292,2,2,1
63,"CCA-LDA",14,0.0932021219711686,2,2,1
63,"PCA-LDA",20,0.129034461329668,2,2,1
64,"CCA-LDA",12,0.0907884554995924,2,2,1
64,"PCA-LDA",17,0.274533911333912,2,2,1
65,"CCA-LDA",16,0.0377664489787257,2,2,1
65,"PCA-LDA",21,0.174959843127841,2,2,1
66,"CCA-LDA",13,0.0487504199009988,2,2,1
66,"PCA-LDA",18,0.198976396009144,2,2,1
67,"CCA-LDA",14,0.0798098470414037,2,2,1
67,"PCA-LDA",21,0.18608450494162,2,2,1
68,"CCA-LDA",25,0.197827491855626,2,2,1
68,"PCA-LDA",17,0.208848718321863,2,2,1
69,"CCA-LDA",15,0.0539696030239381,2,2,1
69,"PCA-LDA",21,0.0904945923574646,2,2,1
7,"CCA-LDA",15,0.0827544691416864,2,2,1
7,"PCA-LDA",18,0.239357939752942,2,2,1
70,"CCA-LDA",13,0.0545621091874421,2,2,1
70,"PCA-LDA",18,0.14704995627705,2,2,1
71,"CCA-LDA",14,0.127927745359957,2,2,1
71,"PCA-LDA",16,0.238527289678427,2,2,1
72,"CCA-LDA",17,0.0988188452399556,2,2,1
72,"PCA-LDA",22,0.207511029520039,2,2,1
73,"CCA-LDA",11,0.110740720530774,2,2,1
73,"PCA-LDA",22,0.144906312482878,2,2,1
74,"CCA-LDA",16,0.0367394621686467,2,2,1
74,"PCA-LDA",23,0.209659894317366,2,2,1
75,"CCA-LDA",12,0.179576493622279,2,2,1
75,"PCA-LDA",22,0.189819716118983,2,2,1
76,"CCA-LDA",14,0.107101227524131,2,2,1
76,"PCA-LDA",17,0.220112440533385,2,2,1
77,"CCA-LDA",16,0.0448117561304888,2,2,1
77,"PCA-LDA",23,0.144108593855406,2,2,1
78,"CCA-LDA",14,0.0495366119361922,2,2,1
78,"PCA-LDA",21,0.159458169702237,2,2,1
79,"CCA-LDA",12,0.0666292685804148,2,2,1
79,"PCA-LDA",13,0.228961056824608,2,2,1
8,"CCA-LDA",15,0.0360485761548634,2,2,1
8,"PCA-LDA",22,0.125865483512441,2,2,1
80,"CCA-LDA",12,0.128650592690531,2,2,1
80,"PCA-LDA",16,0.198706219842137,2,2,1
81,"CCA-LDA",16,0.0674620639435539,2,2,1
81,"PCA-LDA",21,0.14105700241747,2,2,1
82,"CCA-LDA",12,0.106011908925701,2,2,1
82,"PCA-LDA",19,0.197025176667556,2,2,1
83,"CCA-LDA",13,0.0484155272611356,2,2,1
83,"PCA-LDA",15,0.146001593362131,2,2,1
84,"CCA-LDA",13,0.15078874808372,2,2,1
84,"PCA-LDA",23,0.126893362695155,2,2,1
85,"CCA-LDA",12,0.116439094514602,2,2,1
85,"PCA-LDA",20,0.266737681375592,2,2,1
86,"CCA-LDA",12,0.109464821925871,2,2,1
86,"PCA-LDA",21,0.124721465461269,2,2,1
87,"CCA-LDA",14,0.0811686289804969,2,2,1
87,"PCA-LDA",16,0.204250687199998,2,2,1
88,"CCA-LDA",11,0.121360939132098,2,2,1
88,"PCA-LDA",19,0.176632062520886,2,2,1
89,"CCA-LDA",15,0.0440437044622343,2,2,1
89,"PCA-LDA",19,0.144103044355601,2,2,1
9,"CCA-LDA",14,0.0603928871708226,2,2,1
9,"PCA-LDA",18,0.282332112614772,2,2,1
90,"CCA-LDA",16,0.0501165202418251,2,2,1
90,"PCA-LDA",22,0.100744701312862,2,2,1
91,"CCA-LDA",13,0.0720068763652789,2,2,1
91,"PCA-LDA",23,0.167712460486056,2,2,1
92,"CCA-LDA",13,0.069150528566953,2,2,1
92,"PCA-LDA",20,0.100864421073621,2,2,1
93,"CCA-LDA",14,0.117876853662626,2,2,1
93,"PCA-LDA",19,0.216662488954795,2,2,1
94,"CCA-LDA",12,0.0784378267173081,2,2,1
94,"PCA-LDA",17,0.285529071552113,2,2,1
95,"CCA-LDA",9,0.176162708972083,2,2,1
95,"PCA-LDA",15,0.242916746172693,2,2,1
96,"CCA-LDA",12,0.0889748616065903,2,2,1
96,"PCA-LDA",20,0.213561849687711,2,2,1
97,"CCA-LDA",16,0.0355216488193501,2,2,1
97,"PCA-LDA",21,0.0951377530974014,2,2,1
98,"CCA-LDA",13,0.0600557008181508,2,2,1
98,"PCA-LDA",22,0.156035620732838,2,2,1
99,"CCA-LDA",16,0.0542991866340075,2,2,1
99,"PCA-LDA",10,0.191666889544095,2,2,1
1,"CCA-LDA",27,0.0115822270538124,3,1,4
1,"PCA-LDA",35,0.00323105264033605,3,1,4
10,"CCA-LDA",36,0.101637606820765,3,1,4
10,"PCA-LDA",25,0.0600785806330737,3,1,4
100,"CCA-LDA",35,0.0321087224614082,3,1,4
100,"PCA-LDA",39,1.04337762368051e-07,3,1,4
101,"CCA-LDA",25,0.0659718335014215,3,1,4
101,"PCA-LDA",35,0.00676319383965865,3,1,4
