"method","n.dims","left.out.obs","fn","fp"
"PCA-LDA",2,9,8,12
"PCA-LDA",2,10,9,10
"PCA-LDA",2,11,8,10
"PCA-LDA",2,12,9,10
"PCA-LDA",2,13,8,10
"PCA-LDA",2,14,8,15
"PCA-LDA",2,15,8,15
"PCA-LDA",2,16,9,10
"PCA-LDA",2,17,7,11
"PCA-LDA",2,18,7,12
"PCA-LDA",2,19,8,12
"PCA-LDA",2,20,8,11
"PCA-LDA",2,21,9,10
"PCA-LDA",2,22,8,11
"PCA-LDA",2,23,9,9
"PCA-LDA",2,24,9,9
"PCA-LDA",2,25,9,10
"PCA-LDA",2,26,9,10
"PCA-LDA",2,27,8,11
"PCA-LDA",2,28,8,12
"PCA-LDA",2,29,8,11
"PCA-LDA",2,30,9,10
"PCA-LDA",2,31,9,9
"PCA-LDA",2,32,8,11
"PCA-LDA",2,33,9,9
"PCA-LDA",2,34,9,10
"PCA-LDA",2,35,9,10
"PCA-LDA",2,36,9,10
"PCA-LDA",2,37,9,10
"PCA-LDA",2,38,9,10
"PCA-LDA",2,39,9,10
"PCA-LDA",2,40,8,12
"PCA-LDA",2,41,9,9
"PCA-LDA",2,42,8,9
"PCA-LDA",2,43,9,9
"PCA-LDA",3,1,7,12
"PCA-LDA",3,2,7,14
"PCA-LDA",3,3,7,12
"PCA-LDA",3,4,7,12
"PCA-LDA",3,5,6,13
"PCA-LDA",3,6,8,11
"PCA-LDA",3,7,7,13
"PCA-LDA",3,8,8,13
"PCA-LDA",3,9,7,13
"PCA-LDA",3,10,7,12
"PCA-LDA",3,11,7,12
"PCA-LDA",3,12,7,13
"PCA-LDA",3,13,8,10
"PCA-LDA",3,14,7,12
"PCA-LDA",3,15,6,13
"PCA-LDA",3,16,6,13
"PCA-LDA",3,17,7,12
"PCA-LDA",3,18,7,12
"PCA-LDA",3,19,7,12
"PCA-LDA",3,20,7,12
"PCA-LDA",3,21,9,13
"PCA-LDA",3,22,7,12
"PCA-LDA",3,23,8,13
"PCA-LDA",3,24,8,9
"PCA-LDA",3,25,8,12
"PCA-LDA",3,26,7,13
"PCA-LDA",3,27,8,13
"PCA-LDA",3,28,8,13
"PCA-LDA",3,29,8,11
"PCA-LDA",3,30,9,12
"PCA-LDA",3,31,8,13
"PCA-LDA",3,32,7,13
"PCA-LDA",3,33,7,12
"PCA-LDA",3,34,8,13
"PCA-LDA",3,35,7,12
"PCA-LDA",3,36,8,13
"PCA-LDA",3,37,7,13
"PCA-LDA",3,38,8,13
"PCA-LDA",3,39,8,13
"PCA-LDA",3,40,7,12
"PCA-LDA",3,41,8,13
"PCA-LDA",3,42,7,12
"PCA-LDA",3,43,8,12
"PCA-LDA",4,1,4,6
"PCA-LDA",4,2,4,5
"PCA-LDA",4,3,4,4
"PCA-LDA",4,4,5,6
"PCA-LDA",4,5,5,6
"PCA-LDA",4,6,5,4
"PCA-LDA",4,7,5,6
"PCA-LDA",4,8,4,6
"PCA-LDA",4,9,5,6
"PCA-LDA",4,10,5,6
"PCA-LDA",4,11,5,6
"PCA-LDA",4,12,5,6
"PCA-LDA",4,13,4,6
"PCA-LDA",4,14,5,6
"PCA-LDA",4,15,5,5
"PCA-LDA",4,16,5,6
"PCA-LDA",4,17,5,7
"PCA-LDA",4,18,5,5
"PCA-LDA",4,19,5,5
"PCA-LDA",4,20,5,5
"PCA-LDA",4,21,5,6
"PCA-LDA",4,22,5,6
"PCA-LDA",4,23,5,5
"PCA-LDA",4,24,6,4
"PCA-LDA",4,25,5,4
"PCA-LDA",4,26,5,6
"PCA-LDA",4,27,5,6
"PCA-LDA",4,28,5,5
"PCA-LDA",4,29,5,5
"PCA-LDA",4,30,5,6
"PCA-LDA",4,31,5,6
"PCA-LDA",4,32,5,6
"PCA-LDA",4,33,5,6
"PCA-LDA",4,34,5,6
"PCA-LDA",4,35,5,6
"PCA-LDA",4,36,5,6
"PCA-LDA",4,37,5,6
"PCA-LDA",4,38,5,6
"PCA-LDA",4,39,5,6
"PCA-LDA",4,40,5,6
"PCA-LDA",4,41,5,6
"PCA-LDA",4,42,5,6
"PCA-LDA",4,43,5,6
"PCA-LDA",5,1,5,6
"PCA-LDA",5,2,6,4
"PCA-LDA",5,3,5,4
"PCA-LDA",5,4,5,6
"PCA-LDA",5,5,5,5
"PCA-LDA",5,6,6,4
"PCA-LDA",5,7,6,6
"PCA-LDA",5,8,5,5
"PCA-LDA",5,9,6,6
"PCA-LDA",5,10,5,6
"PCA-LDA",5,11,5,6
"PCA-LDA",5,12,4,6
"PCA-LDA",5,13,4,6
"PCA-LDA",5,14,5,6
"PCA-LDA",5,15,5,7
"PCA-LDA",5,16,5,6
"PCA-LDA",5,17,5,7
"PCA-LDA",5,18,5,4
"PCA-LDA",5,19,5,5
"PCA-LDA",5,20,5,5
"PCA-LDA",5,21,5,5
"PCA-LDA",5,22,5,6
"PCA-LDA",5,23,4,5
"PCA-LDA",5,24,6,5
"PCA-LDA",5,25,6,4
"PCA-LDA",5,26,6,6
"PCA-LDA",5,27,6,6
"PCA-LDA",5,28,5,5
"PCA-LDA",5,29,6,4
"PCA-LDA",5,30,6,5
"PCA-LDA",5,31,6,5
"PCA-LDA",5,32,6,6
"PCA-LDA",5,33,6,4
"PCA-LDA",5,34,6,6
"PCA-LDA",5,35,5,6
"PCA-LDA",5,36,6,6
"PCA-LDA",5,37,6,6
"PCA-LDA",5,38,6,5
"PCA-LDA",5,39,6,6
"PCA-LDA",5,40,6,6
"PCA-LDA",5,41,6,6
"PCA-LDA",5,42,6,6
"PCA-LDA",5,43,6,5
"PCA-LDA",6,1,5,4
"PCA-LDA",6,2,6,3
"PCA-LDA",6,3,6,6
"PCA-LDA",6,4,4,6
"PCA-LDA",6,5,5,5
"PCA-LDA",6,6,6,6
"PCA-LDA",6,7,6,6
"PCA-LDA",6,8,5,6
"PCA-LDA",6,9,6,6
"PCA-LDA",6,10,6,6
"PCA-LDA",6,11,6,6
"PCA-LDA",6,12,5,6
"PCA-LDA",6,13,6,6
"PCA-LDA",6,14,6,6
"PCA-LDA",6,15,6,6
"PCA-LDA",6,16,6,6
"PCA-LDA",6,17,5,6
"PCA-LDA",6,18,5,6
"PCA-LDA",6,19,6,6
"PCA-LDA",6,20,6,6
"PCA-LDA",6,21,6,6
"PCA-LDA",6,22,6,5
"PCA-LDA",6,23,6,5
"PCA-LDA",6,24,7,6
"PCA-LDA",6,25,7,6
"PCA-LDA",6,26,6,6
"PCA-LDA",6,27,6,6
"PCA-LDA",6,28,5,7
"PCA-LDA",6,29,6,6
"PCA-LDA",6,30,6,6
"PCA-LDA",6,31,6,6
"PCA-LDA",6,32,6,6
"PCA-LDA",6,33,6,6
"PCA-LDA",6,34,6,6
"PCA-LDA",6,35,4,4
"PCA-LDA",6,36,6,6
"PCA-LDA",6,37,5,6
"PCA-LDA",6,38,5,4
"PCA-LDA",6,39,5,6
"PCA-LDA",6,40,6,6
"PCA-LDA",6,41,6,6
"PCA-LDA",6,42,6,6
"PCA-LDA",6,43,6,6
"PCA-LDA",7,1,5,5
"PCA-LDA",7,2,6,3
"PCA-LDA",7,3,6,6
"PCA-LDA",7,4,4,6
"PCA-LDA",7,5,6,5
"PCA-LDA",7,6,6,6
"PCA-LDA",7,7,6,6
"PCA-LDA",7,8,5,6
"PCA-LDA",7,9,6,6
"PCA-LDA",7,10,6,6
"PCA-LDA",7,11,6,6
"PCA-LDA",7,12,5,6
"PCA-LDA",7,13,6,6
"PCA-LDA",7,14,6,6
"PCA-LDA",7,15,5,6
"PCA-LDA",7,16,6,6
"PCA-LDA",7,17,5,6
"PCA-LDA",7,18,5,6
"PCA-LDA",7,19,6,6
"PCA-LDA",7,20,6,6
"PCA-LDA",7,21,6,6
"PCA-LDA",7,22,6,5
"PCA-LDA",7,23,7,6
"PCA-LDA",7,24,7,6
"PCA-LDA",7,25,7,6
"PCA-LDA",7,26,6,6
"PCA-LDA",7,27,6,6
"PCA-LDA",7,28,5,6
"PCA-LDA",7,29,6,6
"PCA-LDA",7,30,7,6
"PCA-LDA",7,31,6,6
"PCA-LDA",7,32,6,6
"PCA-LDA",7,33,6,6
"PCA-LDA",7,34,6,6
"PCA-LDA",7,35,4,4
"PCA-LDA",7,36,6,6
"PCA-LDA",7,37,5,5
"PCA-LDA",7,38,4,4
"PCA-LDA",7,39,5,6
"PCA-LDA",7,40,5,5
"PCA-LDA",7,41,6,6
"PCA-LDA",7,42,6,6
"PCA-LDA",7,43,6,6
"PCA-LDA",8,1,5,4
"PCA-LDA",8,2,5,3
"PCA-LDA",8,3,5,5
"PCA-LDA",8,4,6,7
"PCA-LDA",8,5,6,7
"PCA-LDA",8,6,6,5
"PCA-LDA",8,7,6,6
"PCA-LDA",8,8,5,6
"PCA-LDA",8,9,6,5
"PCA-LDA",8,10,6,7
"PCA-LDA",8,11,6,7
"PCA-LDA",8,12,6,6
"PCA-LDA",8,13,6,5
"PCA-LDA",8,14,6,7
"PCA-LDA",8,15,6,5
"PCA-LDA",8,16,6,7
"PCA-LDA",8,17,5,6
"PCA-LDA",8,18,5,6
"PCA-LDA",8,19,6,4
"PCA-LDA",8,20,6,4
"PCA-LDA",8,21,6,5
"PCA-LDA",8,22,6,5
"PCA-LDA",8,23,6,4
"PCA-LDA",8,24,5,5
"PCA-LDA",8,25,6,6
"PCA-LDA",8,26,6,5
"PCA-LDA",8,27,6,6
"PCA-LDA",8,28,6,5
"PCA-LDA",8,29,6,6
"PCA-LDA",8,30,6,6
"PCA-LDA",8,31,6,6
"PCA-LDA",8,32,6,6
"PCA-LDA",8,33,6,6
"PCA-LDA",8,34,6,5
"PCA-LDA",8,35,6,5
"PCA-LDA",8,36,6,5
"PCA-LDA",8,37,6,6
"PCA-LDA",8,38,6,5
"PCA-LDA",8,39,6,6
"PCA-LDA",8,40,6,6
"PCA-LDA",8,41,6,6
"PCA-LDA",8,42,6,5
"PCA-LDA",8,43,6,4
"PCA-LDA",9,1,5,4
"PCA-LDA",9,2,4,3
"PCA-LDA",9,3,5,3
"PCA-LDA",9,4,6,5
"PCA-LDA",9,5,6,4
"PCA-LDA",9,6,6,4
"PCA-LDA",9,7,6,4
"PCA-LDA",9,8,5,3
"PCA-LDA",9,9,6,4
"PCA-LDA",9,10,6,4
"PCA-LDA",9,11,6,5
"PCA-LDA",9,12,5,3
"PCA-LDA",9,13,5,4
"PCA-LDA",9,14,6,6
"PCA-LDA",9,15,6,5
"PCA-LDA",9,16,6,4
"PCA-LDA",9,17,5,5
"PCA-LDA",9,18,5,5
"PCA-LDA",9,19,6,4
"PCA-LDA",9,20,6,4
"PCA-LDA",9,21,6,4
"PCA-LDA",9,22,5,4
"PCA-LDA",9,23,6,4
"PCA-LDA",9,24,5,6
"PCA-LDA",9,25,6,3
"PCA-LDA",9,26,6,4
"PCA-LDA",9,27,6,4
"PCA-LDA",9,28,6,4
"PCA-LDA",9,29,6,4
"PCA-LDA",9,30,6,3
"PCA-LDA",9,31,6,4
"PCA-LDA",9,32,6,3
"PCA-LDA",9,33,6,3
"PCA-LDA",9,34,6,4
"PCA-LDA",9,35,5,3
"PCA-LDA",9,36,6,3
"PCA-LDA",9,37,6,3
"PCA-LDA",9,38,5,2
"PCA-LDA",9,39,6,3
"PCA-LDA",9,40,6,4
"PCA-LDA",9,41,6,4
"PCA-LDA",9,42,5,4
"PCA-LDA",9,43,6,3
"PCA-LDA",10,1,5,5
"PCA-LDA",10,2,5,3
"PCA-LDA",10,3,5,3
"PCA-LDA",10,4,6,5
"PCA-LDA",10,5,6,4
"PCA-LDA",10,6,5,4
"PCA-LDA",10,7,6,4
"PCA-LDA",10,8,5,3
"PCA-LDA",10,9,6,4
"PCA-LDA",10,10,6,4
"PCA-LDA",10,11,6,5
"PCA-LDA",10,12,5,3
"PCA-LDA",10,13,5,5
"PCA-LDA",10,14,6,6
"PCA-LDA",10,15,5,6
"PCA-LDA",10,16,4,5
"PCA-LDA",10,17,5,5
"PCA-LDA",10,18,5,5
"PCA-LDA",10,19,6,4
"PCA-LDA",10,20,6,3
"PCA-LDA",10,21,6,3
"PCA-LDA",10,22,5,4
"PCA-LDA",10,23,5,5
"PCA-LDA",10,24,5,6
"PCA-LDA",10,25,6,3
"PCA-LDA",10,26,6,4
"PCA-LDA",10,27,6,4
"PCA-LDA",10,28,6,4
"PCA-LDA",10,29,6,4
"PCA-LDA",10,30,6,3
"PCA-LDA",10,31,6,4
"PCA-LDA",10,32,6,3
"PCA-LDA",10,33,6,3
"PCA-LDA",10,34,6,4
"PCA-LDA",10,35,5,3
"PCA-LDA",10,36,6,3
"PCA-LDA",10,37,6,3
"PCA-LDA",10,38,4,2
"PCA-LDA",10,39,6,3
"PCA-LDA",10,40,6,4
"PCA-LDA",10,41,5,4
"PCA-LDA",10,42,5,4
"PCA-LDA",10,43,6,3
"PCA-LDA",11,1,5,5
"PCA-LDA",11,2,5,3
"PCA-LDA",11,3,5,3
"PCA-LDA",11,4,5,3
"PCA-LDA",11,5,5,2
"PCA-LDA",11,6,5,3
"PCA-LDA",11,7,5,3
"PCA-LDA",11,8,5,5
"PCA-LDA",11,9,5,3
"PCA-LDA",11,10,5,3
"PCA-LDA",11,11,5,3
"PCA-LDA",11,12,4,4
"PCA-LDA",11,13,4,5
"PCA-LDA",11,14,5,4
"PCA-LDA",11,15,4,6
"PCA-LDA",11,16,4,5
"PCA-LDA",11,17,3,3
"PCA-LDA",11,18,4,4
"PCA-LDA",11,19,6,4
"PCA-LDA",11,20,6,4
"PCA-LDA",11,21,6,3
"PCA-LDA",11,22,4,4
"PCA-LDA",11,23,5,4
"PCA-LDA",11,24,5,5
"PCA-LDA",11,25,5,3
"PCA-LDA",11,26,5,3
"PCA-LDA",11,27,5,3
"PCA-LDA",11,28,6,3
"PCA-LDA",11,29,6,3
"PCA-LDA",11,30,6,3
"PCA-LDA",11,31,5,3
"PCA-LDA",11,32,6,3
"PCA-LDA",11,33,6,4
"PCA-LDA",11,34,5,3
"PCA-LDA",11,35,5,3
"PCA-LDA",11,36,6,3
"PCA-LDA",11,37,6,3
"PCA-LDA",11,38,4,3
"PCA-LDA",11,39,6,3
"PCA-LDA",11,40,6,3
"PCA-LDA",11,41,5,3
"PCA-LDA",11,42,4,4
"PCA-LDA",11,43,6,3
"PCA-LDA",12,1,5,5
"PCA-LDA",12,2,5,4
"PCA-LDA",12,3,5,3
"PCA-LDA",12,4,5,5
"PCA-LDA",12,5,5,2
"PCA-LDA",12,6,5,5
"PCA-LDA",12,7,5,4
"PCA-LDA",12,8,5,4
"PCA-LDA",12,9,5,5
"PCA-LDA",12,10,5,3
"PCA-LDA",12,11,5,5
"PCA-LDA",12,12,4,4
"PCA-LDA",12,13,4,6
"PCA-LDA",12,14,4,5
"PCA-LDA",12,15,4,6
"PCA-LDA",12,16,4,5
"PCA-LDA",12,17,4,4
"PCA-LDA",12,18,4,3
"PCA-LDA",12,19,6,4
"PCA-LDA",12,20,6,4
"PCA-LDA",12,21,6,3
"PCA-LDA",12,22,4,3
"PCA-LDA",12,23,5,4
"PCA-LDA",12,24,5,6
"PCA-LDA",12,25,5,3
"PCA-LDA",12,26,5,3
"PCA-LDA",12,27,6,3
"PCA-LDA",12,28,6,4
"PCA-LDA",12,29,6,3
"PCA-LDA",12,30,6,3
"PCA-LDA",12,31,6,4
"PCA-LDA",12,32,6,3
"PCA-LDA",12,33,6,5
"PCA-LDA",12,34,5,3
"PCA-LDA",12,35,5,3
"PCA-LDA",12,36,6,3
"PCA-LDA",12,37,6,3
"PCA-LDA",12,38,4,3
"PCA-LDA",12,39,6,3
"PCA-LDA",12,40,6,4
"PCA-LDA",12,41,5,4
"PCA-LDA",12,42,4,4
"PCA-LDA",12,43,6,3
"PCA-LDA",13,1,3,5
"PCA-LDA",13,2,3,6
"PCA-LDA",13,3,3,4
"PCA-LDA",13,4,4,4
"PCA-LDA",13,5,4,4
"PCA-LDA",13,6,3,4
"PCA-LDA",13,7,3,5
"PCA-LDA",13,8,3,5
"PCA-LDA",13,9,3,5
"PCA-LDA",13,10,3,5
"PCA-LDA",13,11,3,5
"PCA-LDA",13,12,3,4
"PCA-LDA",13,13,4,3
"PCA-LDA",13,14,4,4
"PCA-LDA",13,15,4,5
"PCA-LDA",13,16,3,5
"PCA-LDA",13,17,4,5
"PCA-LDA",13,18,4,5
"PCA-LDA",13,19,5,5
"PCA-LDA",13,20,5,4
"PCA-LDA",13,21,4,5
"PCA-LDA",13,22,4,4
"PCA-LDA",13,23,4,5
"PCA-LDA",13,24,5,5
"PCA-LDA",13,25,2,4
"PCA-LDA",13,26,4,5
"PCA-LDA",13,27,4,5
"PCA-LDA",13,28,4,5
"PCA-LDA",13,29,5,5
"PCA-LDA",13,30,3,4
"PCA-LDA",13,31,4,5
"PCA-LDA",13,32,4,5
"PCA-LDA",13,33,4,5
"PCA-LDA",13,34,3,5
"PCA-LDA",13,35,4,5
"PCA-LDA",13,36,4,5
"PCA-LDA",13,37,4,5
"PCA-LDA",13,38,3,4
"PCA-LDA",13,39,4,5
"PCA-LDA",13,40,4,5
"PCA-LDA",13,41,4,5
"PCA-LDA",13,42,3,3
"PCA-LDA",13,43,3,5
"PCA-LDA",14,1,3,4
"PCA-LDA",14,2,3,6
"PCA-LDA",14,3,4,4
"PCA-LDA",14,4,4,5
"PCA-LDA",14,5,4,4
"PCA-LDA",14,6,4,4
"PCA-LDA",14,7,4,5
"PCA-LDA",14,8,3,4
"PCA-LDA",14,9,5,5
"PCA-LDA",14,10,4,4
"PCA-LDA",14,11,4,4
"PCA-LDA",14,12,3,4
"PCA-LDA",14,13,6,4
"PCA-LDA",14,14,3,4
"PCA-LDA",14,15,4,6
"PCA-LDA",14,16,3,4
"PCA-LDA",14,17,5,5
"PCA-LDA",14,18,4,4
"PCA-LDA",14,19,5,5
"PCA-LDA",14,20,5,4
"PCA-LDA",14,21,5,4
"PCA-LDA",14,22,4,4
"PCA-LDA",14,23,4,5
"PCA-LDA",14,24,5,5
"PCA-LDA",14,25,2,3
"PCA-LDA",14,26,5,4
"PCA-LDA",14,27,5,4
"PCA-LDA",14,28,5,5
"PCA-LDA",14,29,6,4
"PCA-LDA",14,30,4,4
"PCA-LDA",14,31,4,4
"PCA-LDA",14,32,5,4
"PCA-LDA",14,33,5,4
"PCA-LDA",14,34,4,4
"PCA-LDA",14,35,4,4
"PCA-LDA",14,36,4,4
"PCA-LDA",14,37,4,4
"PCA-LDA",14,38,3,4
"PCA-LDA",14,39,4,4
"PCA-LDA",14,40,5,5
"PCA-LDA",14,41,5,4
"PCA-LDA",14,42,4,4
"PCA-LDA",14,43,5,4
"PCA-LDA",15,1,3,3
"PCA-LDA",15,2,3,5
"PCA-LDA",15,3,3,3
"PCA-LDA",15,4,4,2
"PCA-LDA",15,5,4,3
"PCA-LDA",15,6,4,3
"PCA-LDA",15,7,4,3
"PCA-LDA",15,8,3,3
"PCA-LDA",15,9,4,3
"PCA-LDA",15,10,4,3
"PCA-LDA",15,11,4,3
"PCA-LDA",15,12,3,3
"PCA-LDA",15,13,3,3
"PCA-LDA",15,14,1,5
"PCA-LDA",15,15,2,5
"PCA-LDA",15,16,4,3
"PCA-LDA",15,17,4,3
"PCA-LDA",15,18,4,3
"PCA-LDA",15,19,4,3
"PCA-LDA",15,20,4,3
"PCA-LDA",15,21,4,3
"PCA-LDA",15,22,1,4
"PCA-LDA",15,23,4,3
"PCA-LDA",15,24,3,4
"PCA-LDA",15,25,4,3
"PCA-LDA",15,26,4,3
"PCA-LDA",15,27,4,3
"PCA-LDA",15,28,4,3
"PCA-LDA",15,29,4,3
"PCA-LDA",15,30,4,3
"PCA-LDA",15,31,4,3
"PCA-LDA",15,32,4,3
"PCA-LDA",15,33,4,3
"PCA-LDA",15,34,4,3
"PCA-LDA",15,35,4,2
"PCA-LDA",15,36,4,3
"PCA-LDA",15,37,4,3
"PCA-LDA",15,38,4,3
"PCA-LDA",15,39,4,3
"PCA-LDA",15,40,4,3
"PCA-LDA",15,41,3,3
"PCA-LDA",15,42,1,3
"PCA-LDA",15,43,4,3
"PCA-LDA",16,1,3,3
"PCA-LDA",16,2,3,4
"PCA-LDA",16,3,3,4
"PCA-LDA",16,4,4,2
"PCA-LDA",16,5,2,3
"PCA-LDA",16,6,4,3
"PCA-LDA",16,7,4,3
"PCA-LDA",16,8,3,3
"PCA-LDA",16,9,4,3
"PCA-LDA",16,10,4,3
"PCA-LDA",16,11,4,3
"PCA-LDA",16,12,3,3
"PCA-LDA",16,13,2,3
"PCA-LDA",16,14,2,4
"PCA-LDA",16,15,2,4
"PCA-LDA",16,16,4,3
"PCA-LDA",16,17,4,3
"PCA-LDA",16,18,4,3
"PCA-LDA",16,19,4,3
"PCA-LDA",16,20,4,3
"PCA-LDA",16,21,3,3
"PCA-LDA",16,22,1,4
"PCA-LDA",16,23,4,3
"PCA-LDA",16,24,3,4
"PCA-LDA",16,25,3,3
"PCA-LDA",16,26,4,3
"PCA-LDA",16,27,4,3
"PCA-LDA",16,28,4,3
"PCA-LDA",16,29,4,3
"PCA-LDA",16,30,4,3
"PCA-LDA",16,31,4,3
"PCA-LDA",16,32,4,3
"PCA-LDA",16,33,4,3
"PCA-LDA",16,34,4,3
"PCA-LDA",16,35,4,2
"PCA-LDA",16,36,4,3
"PCA-LDA",16,37,4,3
"PCA-LDA",16,38,4,3
"PCA-LDA",16,39,4,3
"PCA-LDA",16,40,4,3
"PCA-LDA",16,41,4,3
"PCA-LDA",16,42,1,4
"PCA-LDA",16,43,4,3
"PCA-LDA",17,1,2,4
"PCA-LDA",17,2,4,4
"PCA-LDA",17,3,2,4
"PCA-LDA",17,4,3,3
"PCA-LDA",17,5,2,4
"PCA-LDA",17,6,3,5
"PCA-LDA",17,7,3,4
"PCA-LDA",17,8,2,3
"PCA-LDA",17,9,3,3
"PCA-LDA",17,10,3,4
"PCA-LDA",17,11,3,4
"PCA-LDA",17,12,2,5
"PCA-LDA",17,13,4,4
"PCA-LDA",17,14,1,5
"PCA-LDA",17,15,0,4
"PCA-LDA",17,16,3,4
"PCA-LDA",17,17,3,4
"PCA-LDA",17,18,2,4
"PCA-LDA",17,19,4,4
"PCA-LDA",17,20,3,4
"PCA-LDA",17,21,4,5
"PCA-LDA",17,22,1,4
"PCA-LDA",17,23,3,5
"PCA-LDA",17,24,4,4
"PCA-LDA",17,25,3,4
"PCA-LDA",17,26,4,4
"PCA-LDA",17,27,3,4
"PCA-LDA",17,28,4,4
"PCA-LDA",17,29,4,4
"PCA-LDA",17,30,4,5
"PCA-LDA",17,31,4,4
"PCA-LDA",17,32,4,4
"PCA-LDA",17,33,4,4
"PCA-LDA",17,34,3,4
"PCA-LDA",17,35,3,3
"PCA-LDA",17,36,4,4
"PCA-LDA",17,37,4,4
"PCA-LDA",17,38,4,4
"PCA-LDA",17,39,4,4
"PCA-LDA",17,40,4,4
"PCA-LDA",17,41,4,4
"PCA-LDA",17,42,2,4
"PCA-LDA",17,43,3,4
"PCA-LDA",18,1,1,4
"PCA-LDA",18,2,2,4
"PCA-LDA",18,3,2,4
"PCA-LDA",18,4,2,4
"PCA-LDA",18,5,2,4
"PCA-LDA",18,6,3,5
"PCA-LDA",18,7,3,5
"PCA-LDA",18,8,2,3
"PCA-LDA",18,9,2,3
"PCA-LDA",18,10,2,5
"PCA-LDA",18,11,2,5
"PCA-LDA",18,12,2,5
"PCA-LDA",18,13,3,3
"PCA-LDA",18,14,1,5
"PCA-LDA",18,15,1,3
"PCA-LDA",18,16,3,4
"PCA-LDA",18,17,2,5
"PCA-LDA",18,18,2,5
"PCA-LDA",18,19,3,4
"PCA-LDA",18,20,3,5
"PCA-LDA",18,21,3,5
"PCA-LDA",18,22,1,3
"PCA-LDA",18,23,2,5
"PCA-LDA",18,24,2,4
"PCA-LDA",18,25,3,4
"PCA-LDA",18,26,3,5
"PCA-LDA",18,27,3,4
"PCA-LDA",18,28,3,4
"PCA-LDA",18,29,3,5
"PCA-LDA",18,30,3,5
"PCA-LDA",18,31,2,4
"PCA-LDA",18,32,3,5
"PCA-LDA",18,33,3,4
"PCA-LDA",18,34,2,5
"PCA-LDA",18,35,3,3
"PCA-LDA",18,36,3,5
"PCA-LDA",18,37,3,4
"PCA-LDA",18,38,3,5
"PCA-LDA",18,39,3,5
"PCA-LDA",18,40,3,5
"PCA-LDA",18,41,2,4
"PCA-LDA",18,42,1,3
"PCA-LDA",18,43,3,5
"PCA-LDA",19,1,1,2
"PCA-LDA",19,2,2,4
"PCA-LDA",19,3,1,4
"PCA-LDA",19,4,1,4
"PCA-LDA",19,5,1,2
"PCA-LDA",19,6,1,4
"PCA-LDA",19,7,2,4
"PCA-LDA",19,8,2,4
"PCA-LDA",19,9,1,4
"PCA-LDA",19,10,1,4
"PCA-LDA",19,11,1,5
"PCA-LDA",19,12,2,5
"PCA-LDA",19,13,1,4
"PCA-LDA",19,14,1,5
"PCA-LDA",19,15,0,3
"PCA-LDA",19,16,2,5
"PCA-LDA",19,17,2,4
"PCA-LDA",19,18,1,5
"PCA-LDA",19,19,2,5
"PCA-LDA",19,20,2,4
"PCA-LDA",19,21,2,4
"PCA-LDA",19,22,1,3
"PCA-LDA",19,23,2,4
"PCA-LDA",19,24,3,4
"PCA-LDA",19,25,2,2
"PCA-LDA",19,26,2,5
"PCA-LDA",19,27,1,5
"PCA-LDA",19,28,2,5
"PCA-LDA",19,29,3,4
"PCA-LDA",19,30,1,5
"PCA-LDA",19,31,2,5
"PCA-LDA",19,32,1,4
"PCA-LDA",19,33,1,4
"PCA-LDA",19,34,1,5
"PCA-LDA",19,35,3,4
"PCA-LDA",19,36,2,5
"PCA-LDA",19,37,2,5
"PCA-LDA",19,38,2,4
"PCA-LDA",19,39,2,4
"PCA-LDA",19,40,2,4
"PCA-LDA",19,41,2,4
"PCA-LDA",19,42,1,3
"PCA-LDA",19,43,1,4
"PCA-LDA",20,1,0,2
"PCA-LDA",20,2,2,4
"PCA-LDA",20,3,2,4
"PCA-LDA",20,4,2,4
"PCA-LDA",20,5,0,3
"PCA-LDA",20,6,2,4
"PCA-LDA",20,7,2,4
"PCA-LDA",20,8,2,4
"PCA-LDA",20,9,2,3
"PCA-LDA",20,10,2,4
"PCA-LDA",20,11,2,4
"PCA-LDA",20,12,2,4
"PCA-LDA",20,13,2,4
"PCA-LDA",20,14,2,4
"PCA-LDA",20,15,0,3
"PCA-LDA",20,16,3,4
"PCA-LDA",20,17,2,4
"PCA-LDA",20,18,2,4
"PCA-LDA",20,19,2,4
"PCA-LDA",20,20,2,4
"PCA-LDA",20,21,2,4
"PCA-LDA",20,22,1,4
"PCA-LDA",20,23,2,4
"PCA-LDA",20,24,2,4
"PCA-LDA",20,25,1,3
"PCA-LDA",20,26,2,4
"PCA-LDA",20,27,2,4
"PCA-LDA",20,28,2,4
"PCA-LDA",20,29,2,4
"PCA-LDA",20,30,2,4
"PCA-LDA",20,31,2,4
"PCA-LDA",20,32,2,4
"PCA-LDA",20,33,2,3
"PCA-LDA",20,34,2,4
"PCA-LDA",20,35,2,4
"PCA-LDA",20,36,2,4
"PCA-LDA",20,37,2,4
"PCA-LDA",20,38,1,4
"PCA-LDA",20,39,2,4
"PCA-LDA",20,40,2,4
"PCA-LDA",20,41,2,4
"PCA-LDA",20,42,1,3
"PCA-LDA",20,43,2,4
"PCA-LDA",21,1,0,1
"PCA-LDA",21,2,1,4
"PCA-LDA",21,3,2,4
"PCA-LDA",21,4,2,4
"PCA-LDA",21,5,0,3
"PCA-LDA",21,6,1,4
"PCA-LDA",21,7,3,5
"PCA-LDA",21,8,1,2
"PCA-LDA",21,9,1,2
"PCA-LDA",21,10,2,4
"PCA-LDA",21,11,2,4
"PCA-LDA",21,12,2,5
"PCA-LDA",21,13,2,2
